Data transakcji,Miasto/Gmina,Obręb,Zbyte prawo,Pu lokalu [m2],Pow. przynależna [m2],Pom. przynależne,Cena 1m2 bez VAT [zł],Zakt.cena bez VAT [zł],Program użytkowy,Kondygnacja,Sprzedał,Kupił
2021-01-21,Gdańsk, Łostowice,własność-własność,39.07,2.32,komórka lokatorska,6189.85,241837.36,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2021-06-29,Gdynia, Obłuże,spółdzielcze wł. prawo,52.5,0.0,brak,6190.48,325000.0,"pokój:3,kuchnia:1",5.0,osoba fizyczna,osoba fizyczna
2020-06-08,Gdańsk, Szadółki,własność-własność,51.69,2.89,komórka lokatorska,6190.75,320000.0,"pokój:2,kuchnia:1,łazienka z wc:1,korytarz:1",1.0,deweloper,osoba fizyczna
2021-05-12,Gdynia, Wzgórze Św. Maksymiliana,własność-własność,32.3,0.1,nie podano,6191.95,200000.0,ilość izb:2,2.0,osoba fizyczna,osoba fizyczna
2021-05-25,Gdynia, Witomino Radiostacja,spółdzielcze wł. prawo,55.38,0.0,brak,6193.57,343000.0,ilość izb:999,1.0,osoba fizyczna,osoba fizyczna
2020-05-15,Gdańsk, Łostowice,własność-własność,92.02,2.65,piwnica,6194.31,570000.0,"pokój:4,aneks kuchenny:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-06-22,Gdynia, Cisowa,własność-własność,53.27,2.0,piwnica,6194.86,330000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2020-09-16,Gdynia, Śródmieście z Portem,własność-własność,64.56,0.0,nie podano,6195.79,400000.0,ilość izb:4,3.0,"przeds., spółka, firma",osoba fizyczna
2021-05-02,Gdynia, Cisowa,spółdzielcze wł. prawo,53.1,1.44,piwnica,6195.86,329000.0,ilość izb:4,4.0,osoba fizyczna,osoba fizyczna
2021-06-01,Gdynia, Pogórze,własność-własność,53.1,4.74,piwnica,6195.86,329000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-08-09,Gdynia, Pogórze,własność-własność,53.1,3.51,piwnica,6195.86,329000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",8.0,osoba fizyczna,osoba fizyczna
2021-03-26,Gdańsk, Maćkowy,własność-własność,55.15,3.86,"KOMÓRKA LOKATORSKA, miejsce postojowe",6196.13,341716.67,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",3.0,deweloper,osoba fizyczna
2020-09-29,Gdynia, Karwiny,własność-własność,63.1,6.4,piwnica,6196.51,391000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2021-05-11,Gdynia, Karwiny,spółdzielcze wł. prawo,60.03,2.75,piwnica,6196.9,372000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2020-09-08,Gdańsk, Osowa,własność-własność,56.03,2.28,komórka lokatorska,6197.93,347269.74,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",5.0,deweloper,osoba fizyczna
2020-09-09,Gdańsk, Złota Karczma,własność-własność,48.4,4.9,komórka lokatorska,6198.35,300000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-08-13,Gdynia, Oksywie,własność-własność,48.4,0.0,brak,6198.35,300000.0,ilość izb:3,1.0,osoba fizyczna,osoba fizyczna
2021-04-19,Gdynia, Chwarzno - Wiczlino,własność-własność,127.29,0.0,brak,6198.44,789000.0,ilość izb:4,1.0,deweloper,osoba fizyczna
2020-07-03,Gdynia, Chylonia,spółdzielcze wł. prawo,37.1,4.42,brak,6199.46,230000.0,ilość izb:3,1.0,osoba fizyczna,osoba fizyczna
2021-01-19,Gdańsk, Łostowice,własność-własność,35.79,3.35,komórka lokatorska,6199.69,221886.78,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-09-28,Gdańsk, Łostowice,własność-własność,39.73,2.21,komórka lokatorska,6200.25,246335.84,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",5.0,deweloper,osoba fizyczna
2021-01-05,Gdynia, Leszczynki,spółdzielcze wł. prawo,62.9,0.0,brak,6200.32,390000.0,ilość izb:999,4.0,osoba fizyczna,osoba fizyczna
2021-05-26,Gdynia, Chwarzno - Wiczlino,własność-własność,92.58,9.78,piwnica,6200.84,574074.07,ilość izb:5,3.0,osoba fizyczna przedsiębiorca,osoba fizyczna
2021-05-10,Gdańsk, Maćkowy,własność-własność,45.71,10.07,"KOMÓRKA LOKATORSKA, miejsce postojowe",6202.14,283499.82,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-05-05,Gdynia, Dąbrowa,własność-własność,91.09,4.6,piwnica,6202.66,565000.0,"pokój:4,kuchnia:1,łazienka:1,wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-05-29,Gdańsk, Olszynka,własność-własność,40.3,0.0,brak,6203.47,250000.0,"pokój:2,kuchnia:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-10-27,Gdynia, Grabówek,własność-własność,38.52,0.0,brak,6204.57,239000.0,ilość izb:2,4.0,osoba fizyczna,osoba fizyczna
2020-09-07,Gdańsk, Jasień,własność-własność,39.54,3.76,piwnica,6205.62,245370.37,"pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2021-07-07,Gdynia, Oksywie,własność-własność,59.61,3.04,piwnica,6207.01,370000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2021-01-27,Gdańsk, Łostowice,własność-własność,68.49,0.0,brak,6207.91,425179.86,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:1,wc:1,korytarz:1",2.0,deweloper,osoba fizyczna
2021-05-27,Gdynia, Chwarzno - Wiczlino,własność-własność,67.28,0.0,brak,6208.61,417715.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1,pomieszczenie gospodarcze:1",3.0,deweloper,osoba fizyczna
2021-03-26,Gdańsk, Maćkowy,własność-własność,55.14,4.8,komórka lokatorska,6209.11,342370.37,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",3.0,deweloper,osoba fizyczna
2020-10-26,Gdynia, Wielki Kack,własność-własność,77.3,0.0,brak,6209.57,480000.0,"pokój:3,kuchnia:1,łazienka:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-05-28,Gdynia, Chylonia,własność-własność,44.2,0.0,brak,6210.41,274500.0,ilość izb:3,4.0,osoba fizyczna przedsiębiorca,osoba fizyczna
2020-05-21,Gdańsk, Ujeścisko,własność-własność,59.97,0.0,brak,6212.99,372593.09,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2021-04-10,Gdańsk, Łostowice,własność-własność,78.7,5.2,komórka lokatorska,6213.47,489000.0,"pokój:4,aneks kuchenny:1,łazienka:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2021-02-09,Gdynia, Dąbrowa,spółdzielcze wł. prawo,51.5,0.1,nie podano,6213.59,320000.0,ilość izb:3,3.0,osoba fizyczna,osoba fizyczna
2020-05-22,Gdynia, Obłuże,własność-własność,52.3,7.59,piwnica,6214.15,325000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2020-06-08,Gdynia, Cisowa,własność-własność,53.099999999999994,1.27,piwnica,6214.69,330000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-09-11,Gdynia, Obłuże,własność-własność,53.1,1.98,piwnica,6214.69,330000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",7.0,osoba fizyczna,osoba fizyczna
2020-09-02,Gdynia, Chwarzno - Wiczlino,własność-własność,78.97,0.0,brak,6214.77,490780.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka:2,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-10-23,Gdynia, Wielki Kack,własność-własność,90.9,3.0,komórka lokatorska,6215.62,565000.0,"pokój:4,kuchnia:1,łazienka:1,wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-03-24,Gdańsk, Łostowice,własność-własność,27.67,0.0,brak,6216.12,172000.0,"pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-05-21,Gdańsk, Letnica,własność-własność,29.79,0.0,brak,6216.35,185185.19,"pokój:1,kuchnia:1,łazienka:1,korytarz:1",6.0,deweloper,osoba fizyczna
2020-06-19,Gdańsk, Młode Miasto,własność-własność,91.69,0.0,brak,6216.6,570000.0,"pokój:3,kuchnia:1,łazienka:1,przedpokój:1,pomieszczenie gospodarcze:1",2.0,osoba fizyczna,osoba fizyczna
2020-12-02,Gdynia, Redłowo,spółdzielcze wł. prawo,56.3,0.0,brak,6216.7,350000.0,"pokój:3,kuchnia:1",2.0,osoba fizyczna,osoba fizyczna
2020-10-26,Gdańsk, Łostowice,własność-własność,29.96,0.0,brak,6216.73,186253.17,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",1.0,deweloper,osoba fizyczna
2021-05-24,Gdańsk, Łostowice,własność-własność,50.6,6.8,piwnica,6217.71,314616.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,korytarz:1",4.0,deweloper,"przeds., spółka, firma"
2021-04-21,Gdańsk, Kiełpinek,własność-własność,39.68,0.0,brak,6218.65,246756.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-11-06,Gdańsk, Szadółki,własność-własność,38.59,2.49,komórka lokatorska,6219.23,240000.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,korytarz:1",2.0,deweloper,osoba fizyczna
2021-03-23,Gdynia, Wielki Kack,spółdzielcze wł. prawo,104.5,12.5,piwnica,6220.1,650000.0,ilość izb:5,2.0,osoba fizyczna,osoba fizyczna
2021-03-23,Gdynia, Wielki Kack,spółdzielcze wł. prawo,104.5,0.0,brak,6220.1,650000.0,"pokój:4,kuchnia:1,łazienka:1",4.0,osoba fizyczna,osoba fizyczna
2020-08-03,Gdańsk, Stogi,własność-własność,42.6,0.0,brak,6220.66,265000.0,"pokój:2,kuchnia:1,łazienka z wc:1,przedpokój:1",4.0,"przeds., spółka, firma",osoba fizyczna
2021-03-22,Gdańsk, Zaspa Młyniec,własność-własność,65.9,1.8,piwnica,6221.55,410000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-12-04,Gdańsk, Jasień,własność-własność,58.01,2.01,"BRAK, komórka lokatorska",6222.2,360950.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,pomieszczenie gospodarcze:1",2.0,deweloper,osoba fizyczna
2020-12-29,Gdynia, Redłowo,spółdzielcze wł. prawo,51.4,0.0,brak,6225.68,320000.0,"pokój:2,kuchnia:1",2.0,osoba fizyczna,osoba fizyczna
2021-06-29,Gdynia, Chwarzno - Wiczlino,własność-własność,80.31,0.0,brak,6225.87,500000.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka:1,wc:1,przedpokój:2",1.0,deweloper,osoba fizyczna
2020-12-17,Gdańsk, Wrzeszcz,własność-własność,79.5,1.0,nie podano,6226.42,495000.0,"pokój:3,kuchnia:1,łazienka z wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-05-17,Gdańsk, Nowy Port,własność-własność,85.1,0.0,brak,6227.97,530000.0,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:1",1.0,osoba fizyczna,osoba fizyczna
2020-08-12,Gdynia, Oksywie,własność-własność,45.599999999999994,3.2,piwnica,6228.07,284000.0,ilość izb:4,1.0,osoba fizyczna przedsiębiorca,osoba fizyczna
2020-06-17,Gdańsk, Osowa,własność-własność,160.4,0.0,brak,6228.18,999000.0,"pokój:4,kuchnia:1,łazienka:1,wc:1,przedpokój:3,garderoba:1,pomieszczenie gospodarcze:2,garaż:1",1.0,deweloper,osoba fizyczna
2020-06-01,Gdynia, Mały Kack,własność-własność,258.5,0.0,brak,6228.24,1610000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-11-19,Gdańsk, Łostowice,własność-własność,65.47,2.17,komórka lokatorska,6228.43,407775.55,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2021-06-14,Gdańsk, Chełm,spółdzielcze wł. prawo,117.2,1.0,brak,6228.67,730000.0,"pokój:6,kuchnia:1,łazienka z wc:1",4.0,osoba fizyczna,osoba fizyczna
2020-11-12,Gdynia, Karwiny,własność-własność,59.4,4.3,piwnica,6228.96,370000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2020-08-28,Gdańsk, Kokoszki,własność-własność,52.97,4.93,piwnica,6229.94,330000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2020-07-08,Gdynia, Chwarzno - Wiczlino,własność-własność,64.97,0.0,brak,6230.37,404787.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:2,przedpokój:1",1.0,deweloper,osoba fizyczna
2021-02-19,Gdynia, Dąbrowa,spółdzielcze wł. prawo,64.2,0.1,nie podano,6230.53,400000.0,ilość izb:1,1.0,osoba fizyczna,osoba fizyczna
2021-06-22,Gdynia, Dąbrowa,spółdzielcze wł. prawo,64.2,0.1,nie podano,6230.53,400000.0,ilość izb:3,2.0,osoba fizyczna,osoba fizyczna
2021-06-22,Gdynia, Dąbrowa,spółdzielcze wł. prawo,64.2,0.1,nie podano,6230.53,400000.0,ilość izb:1,2.0,osoba fizyczna,osoba fizyczna
2021-01-21,Gdańsk, Łostowice,własność-własność,43.65,0.0,brak,6232.35,272041.9,"pokój:2,kuchnia:1,łazienka z wc:1,korytarz:1",1.0,deweloper,osoba fizyczna
2021-03-25,Gdańsk, Kiełpinek,własność-własność,61.74,0.0,brak,6233.37,384848.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:2,przedpokój:1",3.0,deweloper,osoba fizyczna
2021-04-19,Gdańsk, Kiełpinek,własność-własność,40.0,0.0,brak,6234.02,249361.0,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2021-01-11,Gdańsk, Jasień,własność-własność,67.94,1.98,"BRAK, komórka lokatorska",6234.19,423550.93,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2020-11-16,Gdańsk, Orunia Górna,spółdzielcze wł. prawo,61.27,1.0,brak,6234.7,382000.0,"pokój:3,kuchnia:1,łazienka z wc:1",5.0,osoba fizyczna,osoba fizyczna
2021-01-29,Gdynia, Chwarzno - Wiczlino,własność-własność,83.4,5.8,piwnica,6235.01,520000.0,"pokój:4,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-08-04,Gdynia, Oksywie,własność-własność,47.3,0.0,brak,6236.79,295000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-05-12,Gdynia, Cisowa,własność-własność,73.74,3.9,komórka lokatorska,6238.13,460000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,wc:1,korytarz:1",2.0,"przeds., spółka, firma",osoba fizyczna
2020-08-14,Gdańsk, Brzeźno,własność-własność,70.51,0.0,brak,6240.25,440000.0,"pokój:4,kuchnia:1,łazienka:1,wc:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2020-07-09,Gdańsk, Szadółki,własność-własność,47.28,3.31,komórka lokatorska,6241.26,295086.8,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2021-02-15,Gdańsk, Kokoszki,własność-własność,72.1,62.0,"PIWNICA, strych",6241.33,450000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,"przeds., spółka, firma",osoba fizyczna
2020-10-21,Gdańsk, Łostowice,własność-własność,60.75,2.34,komórka lokatorska,6242.52,379233.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2021-03-23,Gdańsk, Jasień,spółdzielcze wł. prawo,63.9,7.1,piwnica,6244.13,399000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2021-03-23,Gdańsk, Jasień,spółdzielcze wł. prawo,63.9,1.0,brak,6244.13,399000.0,"pokój:3,kuchnia:1,łazienka z wc:1",4.0,osoba fizyczna,osoba fizyczna
2020-09-28,Gdynia, Cisowa,spółdzielcze wł. prawo,45.64,2.25,piwnica,6244.52,285000.0,ilość izb:4,4.0,osoba fizyczna,osoba fizyczna
2020-09-28,Gdynia, Cisowa,spółdzielcze wł. prawo,45.64,2.25,piwnica,6244.52,285000.0,ilość izb:4,4.0,osoba fizyczna,osoba fizyczna
2021-02-25,Gdańsk, Oliwa,własność-własność,160.14,0.0,brak,6244.54,1000000.0,"pokój:4,kuchnia:2,łazienka z wc:1,wc:1,przedpokój:1,weranda:2",1.0,osoba fizyczna,osoba fizyczna
2021-01-18,Gdańsk, Łostowice,własność-własność,40.71,0.0,brak,6245.58,254257.61,"pokój:1,pokój z aneksem kuchennym:1,łazienka z wc:1,korytarz:1",2.0,deweloper,osoba fizyczna
2020-06-25,Gdynia, Chylonia,własność-własność,56.84,0.0,brak,6245.6,355000.0,ilość izb:4,5.0,osoba fizyczna,osoba fizyczna
2020-08-27,Gdańsk, Łostowice,własność-własność,29.14,15.05,komórka lokatorska,6245.71,182000.0,"pokój z aneksem kuchennym:1,łazienka:1",3.0,deweloper,osoba fizyczna
2021-01-20,Gdańsk, Łostowice,własność-własność,28.3,2.95,komórka lokatorska,6246.32,176770.87,"pokój:1,aneks kuchenny:1,łazienka:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2021-03-30,Gdynia, Obłuże,własność-własność,60.019999999999996,6.22,piwnica,6247.92,375000.0,ilość izb:4,4.0,osoba fizyczna,osoba fizyczna
2020-12-07,Gdynia, Pogórze,własność-własność,52.07,1.56,"MIEJSCE POSTOJOWE, piwnica",6249.66,325420.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-05-12,Gdynia, Dąbrowa,spółdzielcze wł. prawo,51.2,0.0,nie podano,6250.0,320000.0,ilość izb:0,2.0,osoba fizyczna,osoba fizyczna
2020-07-01,Gdańsk, Przymorze Wielkie,spółdzielcze wł. prawo,72.0,1.0,nie podano,6250.0,450000.0,pokój:5,10.0,osoba fizyczna,osoba fizyczna
2020-11-09,Gdynia, Oksywie,spółdzielcze wł. prawo,29.6,0.0,brak,6250.0,185000.0,ilość izb:2,1.0,osoba fizyczna,osoba fizyczna
2020-12-31,Gdynia, Cisowa,własność-własność,40.0,3.15,piwnica,6250.0,250000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1,pomieszczenie gospodarcze:1",3.0,osoba fizyczna,osoba fizyczna
2021-01-08,Gdańsk, Orunia Górna,własność-własność,32.0,3.0,piwnica,6250.0,200000.0,"pokój:1,kuchnia:1,łazienka:1,przedpokój:1",1.0,osoba fizyczna,osoba fizyczna
2021-03-08,Gdańsk, Żabianka,spółdzielcze wł. prawo,42.4,1.0,brak,6250.0,265000.0,"pokój:2,kuchnia:1,łazienka z wc:1",6.0,osoba fizyczna,osoba fizyczna
2021-04-26,Gdańsk, Orunia,własność-własność,52.0,2.8,piwnica,6250.0,325000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",2.0,osoba fizyczna,osoba fizyczna
2021-08-20,Gdynia, Obłuże,spółdzielcze wł. prawo,60.8,0.0,brak,6250.0,380000.0,"pokój:3,kuchnia:1",4.0,osoba fizyczna,osoba fizyczna
2020-11-03,Gdańsk, Jasień,własność-własność,23.65,0.0,brak,6251.66,147851.85,"pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",1.0,deweloper,osoba fizyczna
2021-02-24,Gdynia, Pustki Cisowskie - Demptowo,własność-własność,46.35,3.9,piwnica,6256.74,290000.0,"pokój:2,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
2020-10-21,Gdańsk, Łostowice,własność-własność,31.01,0.0,brak,6257.37,194040.95,"pokój:1,pokój z aneksem kuchennym:1,łazienka:1,korytarz:1",4.0,deweloper,osoba fizyczna
2021-04-13,Gdynia, Dąbrowa,spółdzielcze wł. prawo,82.3,0.1,nie podano,6257.59,515000.0,ilość izb:3,4.0,osoba fizyczna,osoba fizyczna
2021-02-11,Gdańsk, Klukowo,własność-własność,102.09,0.0,brak,6258.09,638888.89,"pokój:3,pokój z aneksem kuchennym:1,łazienka z wc:1,wc:1,garderoba:1,korytarz:1,wiatrołap:1,klatka schodowa:1,pomieszczenie gospodarcze:1,magazyn:1,garaż:1",1.0,deweloper,osoba fizyczna
2020-12-10,Gdynia, Karwiny,własność-własność,63.1,5.9,piwnica,6259.9,395000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",3.0,osoba fizyczna,osoba fizyczna
2020-08-13,Gdynia, Chwarzno - Wiczlino,własność-własność,62.78,0.0,brak,6261.4,393091.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:1,przedpokój:1,garderoba:1",1.0,deweloper,osoba fizyczna
2020-10-27,Gdańsk, Jasień,własność-własność,23.51,0.0,brak,6261.6,147210.19,"pokój z aneksem kuchennym:1,łazienka z wc:1,przedpokój:1",3.0,deweloper,osoba fizyczna
2020-07-31,Gdańsk, Maćkowy,własność-własność,59.88,0.1,"KOMÓRKA LOKATORSKA, miejsce postojowe",6262.53,375000.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,korytarz:1",4.0,osoba fizyczna,osoba fizyczna
2021-04-21,Gdańsk, Kiełpinek,własność-własność,57.68,0.0,brak,6263.09,361255.0,"pokój:2,pokój z aneksem kuchennym:1,łazienka:2,przedpokój:1",4.0,deweloper,osoba fizyczna
2021-01-22,Sopot, Sopot,własność-własność,91.8,0.0,piwnica,6263.62,575000.0,"pokój:4,kuchnia:1,łazienka:1,wc:1,przedpokój:1,korytarz:1,weranda:1",2.0,osoba fizyczna,osoba fizyczna
2020-07-28,Gdynia, Oksywie,własność-własność,55.87,7.74,"MIEJSCE POSTOJOWE, piwnica",6264.54,350000.0,ilość izb:3,4.0,osoba fizyczna,osoba fizyczna
2020-12-10,Gdynia, Chwarzno - Wiczlino,własność-własność,121.17,18.22,garaż,6266.07,759259.26,"pokój:4,pokój z aneksem kuchennym:1,łazienka:2,korytarz:1",1.0,"przeds., spółka, firma",osoba fizyczna
2020-10-26,Gdańsk, Letnica,własność-własność,61.27,0.0,brak,6266.91,383973.7,"pokój:2,pokój z aneksem kuchennym:1,łazienka z wc:1,wc:1,przedpokój:1",2.0,deweloper,osoba fizyczna
2020-10-06,Gdynia, Cisowa,spółdzielcze wł. prawo,44.66,2.46,piwnica,6269.59,280000.0,ilość izb:3,1.0,osoba fizyczna,osoba fizyczna
2020-10-06,Gdynia, Cisowa,spółdzielcze wł. prawo,44.66,2.46,piwnica,6269.59,280000.0,ilość izb:3,1.0,osoba fizyczna,osoba fizyczna
2021-02-08,Gdynia, Cisowa,własność-własność,44.66,3.07,piwnica,6269.59,280000.0,"pokój:2,kuchnia:1,łazienka:1,przedpokój:1",5.0,osoba fizyczna,osoba fizyczna
2020-12-18,Gdynia, Chwarzno - Wiczlino,własność-własność,93.92,16.17,garaż,6271.29,589000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,korytarz:1",0.0,deweloper,osoba fizyczna
2020-06-10,Gdańsk, Stogi,własność-własność,35.08,0.0,brak,6271.38,220000.0,"pokój:1,kuchnia:1,łazienka z wc:1,przedpokój:1,wiatrołap:1",3.0,osoba fizyczna,osoba fizyczna
2020-05-14,Gdynia, Obłuże,własność-własność,45.6,2.36,piwnica,6271.93,286000.0,"pokój:3,kuchnia:1,łazienka:1,wc:1,przedpokój:1",4.0,osoba fizyczna,osoba fizyczna
